@relation wine
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute Class {1.0,2.0,3.0}
@data
88.1579,56.324107,49.197859,27.83505,34.782609,78.275859,59.704644,26.415096,56.151423,30.887373,45.528451,79.487182,56.134094,1.0
20.526333,27.272724,73.796791,56.185566,69.565217,21.37931,13.713081,1.886793,36.277602,10.409557,38.21138,36.263736,24.750357,2.0
65.263168,20.948615,68.983961,43.298968,43.478261,47.241374,46.202532,30.188677,35.646687,24.914674,50.406505,58.608055,58.273894,1.0
33.157899,41.304345,45.989305,38.144329,19.565217,50.689654,40.295359,22.641509,49.842273,7.423209,54.471541,74.358973,0.85592,2.0
70.789484,13.636362,60.962566,31.443302,41.304348,83.448276,70.253167,11.320755,51.419558,47.098978,33.333332,58.608055,71.825963,1.0
16.315786,18.379445,67.379672,79.381443,19.565217,32.41379,26.79325,50.943395,29.337541,11.262798,71.544715,71.062273,20.256776,2.0
71.052623,15.019762,71.657756,61.340205,33.695652,69.655169,61.392406,30.188677,62.145116,37.713309,57.72358,52.747254,71.825963,1.0
27.631583,12.845849,60.962566,61.340205,15.217391,54.482754,41.13924,56.603773,19.873816,13.822527,36.585366,70.329673,7.631954,2.0
62.105276,20.35573,67.379672,28.350516,25,64.482753,54.852323,39.622641,32.807573,30.034131,35.772359,71.428573,65.406562,1.0
56.315796,87.944662,51.336894,58.762886,25,26.206895,6.118143,90.566036,35.962145,56.484643,9.7561,7.692309,31.883024,3.0
88.1579,22.332015,54.54546,7.216493,34.782609,79.999995,69.620256,30.188677,80.441644,53.071672,58.536588,63.369964,90.513552,1.0
48.15789,12.055336,51.336894,38.144329,56.521739,18.27586,19.198312,15.094338,16.719243,24.061433,22.764227,0.7326,25.10699,3.0
42.368435,12.252964,35.294116,31.958758,32.608696,35.862066,22.573839,75.471689,6.624606,38.139932,40.650407,11.721614,12.268188,2.0
64.73684,56.324107,44.385029,45.876288,19.565217,22.068964,2.953586,84.905653,14.826499,37.713309,26.829268,20.146523,21.540656,3.0
56.052632,32.015807,70.053479,41.237114,33.695652,62.758616,61.181436,32.075473,75.709779,37.542661,44.715444,69.597073,64.693295,1.0
70.52632,97.035571,58.288772,51.030927,27.173913,24.137928,5.696203,73.584899,20.504731,54.778155,13.008129,17.216118,32.952924,3.0
40.789477,10.869564,39.572187,48.453607,35.869565,17.241379,5.063291,75.471689,31.230284,53.924914,8.13008,10.256409,25.820257,3.0
