@relation wine
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute Class {1.0,2.0,3.0}
@data
68.157895,83.201574,52.94117,48.453607,23.913043,35.172412,9.704642,64.15094,19.242902,26.621161,34.959351,28.571427,19.400856,3.0
60.789482,3.952569,53.475929,32.989689,43.478261,53.448272,20.253164,79.245282,0.315457,16.126281,43.902437,24.175823,33.666191,2.0
83.947378,64.229247,61.497325,13.402059,63.043478,69.655169,56.962025,13.207548,52.681387,32.593856,33.333332,82.783882,34.379458,1.0
33.157899,13.241105,33.15508,27.83505,16.304348,54.137927,45.569621,30.188677,42.902209,13.822527,60.97561,53.846155,10.699001,2.0
84.210517,19.16996,57.219254,25.773196,61.956522,62.758616,57.383966,28.301886,59.305994,37.201364,45.528451,97.0696,56.134094,1.0
58.947385,69.960476,48.128341,48.453607,54.347826,21.034483,7.383966,56.603773,29.652998,76.109213,8.943088,10.622709,39.728959,3.0
81.315789,14.624506,51.336894,31.958758,27.173913,42.068965,44.092829,24.5283,36.593063,31.740615,56.097556,56.776555,71.46933,1.0
97.894739,19.565217,55.080219,4.123707,22.826087,73.103442,70.675108,56.603773,75.709779,35.153585,62.601624,53.479855,62.196862,1.0
73.684212,16.403162,67.379672,48.453607,48.913043,67.931033,64.556965,50.943395,41.324923,45.392491,52.845527,47.619046,60.770328,1.0
34.21053,7.114625,49.197859,27.83505,33.695652,36.896548,15.822786,94.339617,0,16.979522,62.601624,14.652014,28.673324,2.0
67.105265,18.181817,53.475929,43.814434,39.130435,64.82758,60.126584,16.981132,48.580444,47.952219,49.593498,58.974363,88.231098,1.0
62.368415,62.648221,59.893048,63.917525,34.782609,28.275859,8.649789,56.603773,31.545741,51.365189,17.886178,10.622709,33.666191,3.0
54.736837,5.335968,18.18182,22.680411,8.695652,68.965515,59.915614,24.5283,58.990537,34.300343,52.03252,69.963373,15.977175,2.0
74.473678,12.055336,48.6631,27.83505,30.434783,68.965515,59.282703,16.981132,45.425869,50.682592,43.089429,83.516482,54.707561,1.0
63.684209,58.498022,66.310154,63.917525,44.565217,24.827586,12.236287,56.603773,33.12303,80.204781,30.081302,10.622709,29.743224,3.0
35.26316,8.498022,29.946521,46.391753,8.695652,38.965512,35.021098,26.415096,19.873816,29.010238,52.03252,80.952382,16.547789,2.0
64.473676,21.146243,56.149736,51.030927,32.608696,59.310344,55.696204,24.5283,45.741327,32.593856,45.528451,80.586082,45.791726,1.0
0,15.21739,44.919788,56.185566,16.304348,51.034482,38.607597,73.584899,50.473187,5.290102,100,58.608055,9.201141,2.0
