@relation wine
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute Class {1.0,2.0,3.0}
@data
33.157899,17.193675,45.454547,50.515461,35.869565,4.137931,14.345991,45.283018,33.12303,15.102389,34.634147,20.146523,42.225392,2.0
83.157887,16.798419,59.893048,30.41237,41.304348,79.999995,75.738399,35.849054,45.741327,63.310579,60.97561,56.776555,100,1.0
25.526322,3.557312,34.224598,43.298968,17.391304,49.655173,40.50633,32.075473,32.176655,10.409557,73.170729,67.765564,0,2.0
27.631583,21.541502,51.336894,40.721648,11.956522,21.37931,24.472574,73.584899,38.801262,9.556315,48.78049,36.630036,14.407989,2.0
59.210523,17.78656,79.144379,25.25773,43.478261,55.862063,49.367091,39.622641,29.968456,28.327644,49.593498,55.311355,42.938659,1.0
64.73684,18.181817,47.058823,69.072164,18.478261,31.034481,31.645571,26.415096,19.558359,20.989761,40.650407,55.311355,13.837375,2.0
45.78949,32.608696,49.197859,45.876288,17.391304,14.137929,3.586498,66.037731,7.25552,73.549477,7.317073,13.186814,13.694722,3.0
47.631588,43.873517,66.844913,69.072164,33.695652,46.206892,5.485233,75.471689,12.618297,31.058021,33.333332,32.234436,22.253923,3.0
53.947371,62.450592,53.475929,56.185566,46.73913,14.827584,22.151899,39.622641,23.028391,69.283273,7.317073,2.197804,19.400856,3.0
43.947368,55.533594,53.475929,56.185566,39.130435,24.827586,18.143461,7.547171,13.564668,31.740615,24.390241,0.7326,22.96719,3.0
72.368417,39.920947,50.267376,58.762886,21.73913,12.75862,7.172996,52.830186,19.558359,70.819112,17.886178,15.018314,24.03709,3.0
37.368421,45.256915,68.449203,84.536082,29.347826,31.724135,5.063291,94.339617,23.028391,53.071672,15.447156,16.849818,42.938659,3.0
79.736856,27.865613,66.844913,36.082475,55.434783,55.862063,45.780591,33.962264,26.498423,32.167237,47.154466,84.615382,72.53923,1.0
66.578962,19.565217,58.823531,51.030927,50,68.27586,51.476793,13.207548,64.353315,42.406143,40.650407,64.468864,60.057061,1.0
50.000013,60.474305,68.983961,41.237114,34.782609,49.310346,43.670889,22.641509,49.526816,27.474403,44.715444,82.417582,35.092725,1.0
81.578953,66.403158,73.796791,71.649484,28.26087,36.896548,8.860759,81.132072,29.652998,67.57679,10.569107,12.087914,20.114123,3.0
80.789487,25.296441,55.614977,42.268036,35.869565,61.03448,54.430382,35.849054,62.145116,41.979521,47.967483,54.212455,55.777461,1.0
48.684218,44.466402,55.614977,48.453607,36.956522,11.03448,18.565402,20.754716,13.249211,35.153585,21.138212,5.494505,17.974322,3.0
