@relation wine
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute Class {1.0,2.0,3.0}
@data
36.578955,72.924895,73.262032,81.958763,34.782609,42.068965,37.763716,56.603773,41.009466,6.825938,35.772359,67.765564,6.205421,2.0
16.57895,22.529643,29.946521,27.83505,29.347826,21.724137,25.949369,39.622641,23.343848,21.501706,60.97561,31.868136,10.699001,2.0
86.052639,23.320156,72.727273,48.453607,54.347826,62.758616,59.071733,37.73585,49.211359,41.979521,47.967483,50.549454,71.46933,1.0
73.421048,19.960473,56.684495,17.525772,44.565217,100,71.729959,35.849054,46.056784,49.232084,43.089429,72.893773,65.049929,1.0
68.684223,46.640312,64.171119,23.711338,50,59.310344,56.751055,7.547171,39.432177,32.593856,39.024388,76.556773,40.442225,1.0
32.105269,62.055336,44.919788,40.721648,45.652174,13.793102,9.2827,30.188677,23.028391,59.129693,13.821137,26.739927,41.155492,3.0
65.526332,48.023715,72.727273,66.494845,29.347826,19.655169,3.797468,69.811318,4.416404,26.194539,33.333332,28.937727,17.261056,3.0
35.26316,6.52174,39.572187,40.721648,19.565217,87.586203,71.940929,20.754716,48.580444,27.474403,45.528451,54.945055,27.24679,2.0
53.157904,25.889326,99.465241,74.226804,58.695652,56.896553,49.367091,64.15094,47.634069,19.624573,52.845527,70.695973,39.372325,1.0
43.684204,15.612647,48.128341,52.061859,10.869565,13.793102,23.628693,84.905653,38.170348,15.102389,39.024388,28.937727,15.477889,2.0
64.473676,18.379445,68.449203,61.340205,20.652174,55.862063,16.033756,73.584899,59.305994,89.334471,7.317073,18.681318,24.393723,3.0
38.94738,19.565217,33.15508,51.030927,16.304348,42.068965,33.333333,35.849054,33.753945,14.163823,45.528451,84.249082,28.10271,2.0
65.000004,47.035569,67.379672,69.072164,57.608696,14.482757,25.949369,16.981132,26.498423,62.457341,8.943088,1.0989,15.834522,3.0
54.736837,22.9249,74.33155,76.804123,50,42.068965,19.831223,24.5283,36.277602,49.658702,10.569107,2.197804,10.485021,3.0
45.78949,53.162055,33.15508,27.83505,10.869565,22.413792,19.198312,56.603773,13.249211,18.088738,17.886178,31.135527,6.704708,2.0
19.210538,38.339921,83.422463,48.453607,35.869565,26.551723,35.654008,88.679245,20.189274,21.501706,60.97561,45.054945,23.466476,2.0
41.315804,33.992094,44.919788,40.721648,26.086957,22.068964,6.751055,94.339617,16.719243,49.658702,20.325205,11.355314,29.743224,3.0
35.26316,17.588932,50.267376,71.649484,19.565217,42.75862,44.51477,50.943395,47.003155,7.167235,33.333332,55.311355,4.564907,2.0
