@relation wine
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute Class {1.0,2.0,3.0}
@data
37.894749,15.415019,44.919788,43.298968,100,52.413791,40.7173,35.849054,90.536279,11.262798,55.284549,49.816854,47.00428,2.0
16.052647,26.086954,58.823531,56.701032,15.217391,33.448276,28.481014,66.037731,29.652998,12.969283,42.276422,54.212455,28.673324,2.0
46.842121,31.027666,55.614977,69.072164,30.434783,5.862067,15.822786,26.415096,13.249211,37.713309,14.634149,3.296704,20.114123,3.0
87.894736,23.913043,60.962566,31.958758,46.73913,98.96551,66.455697,20.754716,55.835966,55.631401,30.89431,79.853482,85.734665,1.0
71.578951,19.565217,56.149736,27.83505,20.652174,55.862063,51.054853,30.188677,44.164037,36.860068,54.471541,59.706963,74.322397,1.0
50.000013,40.909088,71.657756,53.608247,28.26087,19.310342,3.375527,75.471689,10.725552,28.327644,23.577234,38.095236,22.96719,3.0
78.684226,18.577073,45.454547,27.83505,28.26087,57.586208,41.983121,24.5283,49.526816,29.180886,45.528451,84.981682,53.994294,1.0
58.157893,64.031618,49.732617,35.567009,35.869565,57.24138,48.312239,35.849054,39.432177,26.279865,27.642276,63.369964,28.673324,1.0
27.631583,11.660079,50.267376,67.010311,0,42.068965,26.371309,54.716976,30.59937,3.924915,47.967483,71.062273,24.750357,2.0
83.684214,65.217388,57.754013,42.783502,44.565217,64.482753,48.73418,32.075473,26.498423,33.788394,31.707317,75.457873,57.203994,1.0
34.473694,33.794466,58.823531,53.608247,30.434783,54.482754,37.34177,39.622641,28.391166,12.969283,26.016261,77.289382,11.412268,2.0
50.789479,53.557311,52.94117,40.721648,39.130435,14.137929,7.594937,50.943395,16.719243,34.129695,16.260163,17.582418,28.31669,3.0
79.736856,17.588932,49.197859,27.83505,60.869565,69.655169,59.704644,20.754716,53.312301,37.28669,49.593498,89.377291,35.805991,1.0
53.157904,61.660075,51.336894,61.340205,16.304348,23.103446,26.371309,90.566036,38.170348,30.034131,29.26829,27.106227,16.904422,2.0
35.26316,3.952569,0,0,19.565217,34.482757,4.852321,28.301886,0.315457,5.716724,46.341459,20.146523,17.261056,2.0
53.157904,20.35573,39.572187,32.989689,40.217391,69.655169,56.118144,28.301886,51.104101,32.081911,32.520324,76.190473,43.295292,1.0
21.315799,42.490119,46.524064,38.144329,45.652174,25.517241,20.675107,56.603773,17.0347,11.689421,39.024388,45.787545,15.834522,2.0
43.157902,4.743083,47.058823,38.144329,31.521739,42.068965,33.755276,32.075473,33.12303,11.433446,60.97561,69.230773,12.268188,2.0
