@relation wine
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute Class {1.0,2.0,3.0}
@data
11.315797,59.288535,24.598932,45.876288,40.217391,75.862068,47.257383,20.754716,100,13.822527,21.95122,56.410255,20.256776,2.0
73.684212,17.984188,66.310154,34.020621,26.086957,50.689654,55.907174,16.981132,59.305994,36.860068,61.788617,76.923073,70.399429,1.0
74.473678,15.21739,70.053479,74.226804,17.391304,67.931033,53.164556,15.094338,46.056784,17.91809,71.544715,69.230773,9.415121,2.0
56.315796,36.561262,54.010688,48.453607,54.347826,23.103446,7.172996,75.471689,33.12303,68.430036,9.7561,12.820514,40.085592,3.0
62.368415,76.28458,80.213897,74.226804,45.652174,34.482757,13.080168,26.415096,22.08202,61.604096,15.447156,23.809523,25.10699,3.0
36.578955,35.770749,48.6631,58.762886,21.73913,24.137928,31.645571,100,31.861198,12.116042,30.89431,74.358973,2.639087,2.0
36.578955,17.193675,44.385029,61.340205,41.304348,35.172412,36.91983,39.622641,37.854891,6.65529,47.154466,61.904764,4.778887,2.0
88.421064,22.332015,58.288772,20.618557,28.26087,52.413791,45.991561,32.075473,49.526816,33.87372,43.902437,84.615382,72.182596,1.0
27.368419,28.063242,43.315511,53.608247,16.304348,55.862063,48.73418,45.283018,29.652998,12.627986,30.89431,73.626373,7.132668,2.0
57.105262,20.553358,41.711235,3.092781,32.608696,57.586208,51.054853,24.5283,27.444795,26.450513,46.341459,78.021982,55.064194,1.0
32.105269,78.656119,63.101601,53.608247,20.652174,13.793102,2.742616,75.471689,12.30284,21.928327,21.95122,0,31.526391,3.0
47.10526,51.97628,50.267376,45.876288,19.565217,17.241379,6.751055,50.943395,17.665617,76.621162,19.512198,17.582418,29.029957,3.0
11.052633,32.806325,56.684495,48.453607,28.26087,66.206897,51.687764,35.849054,44.794955,16.808874,26.016261,77.655682,24.750357,2.0
26.578952,70.355732,54.54546,58.762886,10.869565,38.620684,29.746836,54.716976,29.652998,11.262798,25.203254,47.619046,21.540656,2.0
51.578946,18.379445,66.310154,100,75,79.999995,53.797471,15.094338,48.895901,17.662115,67.479668,81.684982,50.42796,2.0
35.26316,9.288538,64.171119,38.659795,30.434783,49.655173,48.73418,45.283018,52.681387,28.327644,57.72358,37.728936,28.53067,2.0
39.210543,33.399209,43.315511,53.608247,19.565217,54.137927,40.7173,24.5283,25.552052,6.143345,34.146339,55.311355,3.352354,2.0
22.105266,70.553356,55.080219,53.608247,13.043478,64.82758,56.751055,15.094338,78.864358,12.969283,21.95122,86.813191,7.275321,2.0
