@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
43445,4.1,7.8,133,295,158,55.7,3,1436,7.9,140,158,54.4,2.5,1448,7.9,92,206,74,73,0.3,1370,7.7,14,66,12,75,0,1203,34.3,53.2,88,84.8,68,89.5,77.6,92.4,100,1
36591,1.2,7.8,188.71,499,248,56.5,6.5,1213,7.8,206.2,304,57.9,7.2,1264,7.8,122.34,334,98,77.6,0.2,1420,7.6,19.98,77,20,75,0,1395,39.08,67.8,97.2,83.44,76.9,89.01,84.6,91.9,100,1
49493,3.7,8.1,102,269,156,52.6,2.5,1082,7.9,177,152,52.6,2.5,1180,8,68,165,76,71.1,0.2,1041,7.8,10,54,13,83.1,0.02,1079,61.6,50,92,85.3,67.3,90.2,79.9,91.7,99.2,1
32909,0.4,7.5,221,391,260,46.2,4.3,2140,7.5,173,244,52.5,4.5,2090,7.5,112,261,74,78.4,0.2,2000,7.6,17,127,20,78,0,1950,35.3,69.7,96.7,84.8,51.3,92.3,67.5,92.3,100,5
43308,1.4,7.9,265,330,562,27.4,7.5,1866,7.9,242,680,30,12.5,1858,7.9,133,206,120,48.3,0.6,1850,7.8,24,70,11,61.8,0.02,1800,45,82.4,95.2,82,66,90.9,78.8,98,99.7,5
42289,3.3,7.7,150,289,182,73.6,2.5,1698,8,130,134,68.7,2,1718,8,76,202,68,73.5,0.5,1604,7.7,25,87,21,83.8,0,1694,41.5,49.3,75,67.1,56.9,83.3,69.9,88.5,100,1
47642,5,7.9,157,428,204,53.9,4,1989,7.7,187,250,52.8,4.5,1869,7.8,219,303,90,68.9,0.4,1735,7.5,19,73,18,75,0,1800,39.08,64,92.2,91.3,75.9,87.9,82.9,91.2,100,1
41157,3,8,145,398,192,66.7,4.5,2240,8,213,240,61.7,6,2010,8,140,287,84,78.6,0.4,2270,7.8,15,87,21,81,0,2290,34.3,65,94.2,89.3,69.7,89.7,78.1,89.1,100,1
37226,0.7,7.6,149,359,242,61.2,4,1315,7.7,221,280,62.9,7,1240,7.7,121,294,138,62.3,0.7,1250,7.8,105,290,104,86.5,0,1434,45.2,50.7,90,13.2,1.4,29.5,19.2,57,100,3
35809,5,7.8,139,380,256,53.1,5.5,2040,7.8,201,340,47.6,8.5,2000,7.9,131,278,104,73.1,0.2,1950,7.9,11,51,8,57.5,0.02,1690,34.8,69.4,97.6,91.6,81.7,92.1,86.6,96.9,99.6,5
39024,1.2,7.9,268,467,224,66.1,6.5,1409,7.9,328,312,62.8,9.5,1376,7.9,152,338,88,77.3,0.2,1336,7.7,29,148,49,80.3,0.1,1334,53.7,71.8,98.4,80.9,56.2,89.2,68.3,78.1,98.5,1
26343,2.07,7.7,275,553,528,43.9,7,1105,7.8,166,516,45,8.5,1174,7.9,84,265,158,59.5,1.4,1422,7.7,24,87,29,82.8,0.1,1782,49.4,69.4,83.5,71.4,67.2,91.3,84.3,94.5,98.6,5
