@relation wine
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute Class {1.0,2.0,3.0}
@data
84.21051706964006, 19.169960353253394, 57.21925399591769, 25.773196383077018, 61.95652173913044, 62.75861632384542, 57.38396592902878, 28.301886261973646, 59.305993960733154, 37.20136420181254, 45.52845124629794, 97.06959988472069, 56.13409415121255, 1.0
57.10526229932372, 20.55335819388792, 41.7112346850328, 3.0927806164609892, 32.608695652173914, 57.586207633636484, 51.05485290431653, 24.528299552684036, 27.444794792531972, 26.450513101395863, 46.34145856872826, 78.02198166884271, 55.0641940085592, 1.0
56.05263177707914, 32.01580686851862, 70.05347907210805, 41.23711421292323, 33.69565217391305, 62.75861632384542, 61.1814357558273, 32.07547297126325, 75.70977922429667, 37.542660803820915, 44.71544392386762, 69.59707260413346, 64.69329529243937, 1.0
87.89473644584172, 23.913043375829794, 60.96256592449003, 31.958757615998998, 46.73913043478261, 98.96551004062817, 66.4556974480755, 20.754715654934113, 55.83596564467168, 55.63140105314694, 30.894309750740412, 79.85348174089228, 85.73466476462197, 1.0
58.157892821568296, 36.56126162814723, 80.74865601088617, 53.60824651046136, 52.17391304347826, 62.75861632384542, 49.57806103886685, 49.05659910536807, 44.47949805592489, 25.938568198383297, 45.52845124629794, 60.8058635250143, 32.596291012838805, 1.0
83.42105045212944, 20.15810166799234, 58.2887716897955, 23.711337722922604, 45.65217391304348, 78.96551332916019, 64.34599478314739, 39.622640766763105, 49.21135861109968, 46.67235507898602, 46.34145856872826, 57.875454676453764, 83.59486447931526, 1.0
88.42106425530964, 22.332014916332753, 58.2887716897955, 20.618557106461616, 28.26086956521739, 52.4137907220975, 45.991561478561145, 32.07547297126325, 49.52681573074163, 33.87372029794267, 43.9024366014373, 84.61538192822117, 72.18259629101284, 1.0
79.73685617261906, 27.86561334661504, 66.844913240818, 36.082474936307825, 55.43478260869565, 55.862063182236795, 45.78059121206833, 33.962263514368374, 26.498423433606117, 32.16723728790079, 47.15446589115858, 84.61538192822117, 72.53922967189729, 1.0
100.0, 17.78656015670414, 43.31551122584952, 17.525771574153538, 29.347826086956523, 62.75861632384542, 55.6962037970863, 30.188676805078764, 49.52681573074163, 33.44709751114398, 48.780490227830995, 57.875454676453764, 54.70756062767475, 1.0
74.47367846470489, 12.055335819388793, 48.663099695238586, 27.835050127384346, 30.434782608695652, 68.9655149734262, 59.282703357392, 16.981131757184187, 45.42586941485075, 50.68259218687265, 43.08942927900698, 83.51648188499142, 54.70756062767475, 1.0
